Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Customer_Profile,Cluster
2023/06/05 8:06:04 PM GMT+5:30,33,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Keyword,First page,4.0,Maybe,Sometimes,High shipping costs,Sometimes,Yes,2,Sometimes,2,4.0,3.0,Quick delivery,No problems with Amazon,955147,Occasional Shopper,1
2023/06/11 11:09:33 PM GMT+5:30,10,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Others,First page,1.0,Yes,Never,others,Rarely,No,2,Yes,2,1.0,5.0,Quick delivery,User interface of app,699566,Regular Customer,0
2023/06/11 11:06:16 PM GMT+5:30,50,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Others,Multiple pages,2.0,No,Rarely,Changed my mind or no longer need the item,Never,Yes,1,Yes,0,2.0,2.0,User-friendly website/app interface,Nothing,225208,At-Risk Customer,2
2023/06/07 12:29:31 PM GMT+5:30,61,Female,Few times a month,Clothing and Fashion,No,Rarely,Keyword,First page,2.0,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,3,Sometimes,1,1.0,3.0,Product recommendations,Quality of product is very poor according to the big offers,916595,Regular Customer,2
2023/06/08 5:20:57 PM GMT+5:30,28,Female,Multiple times a week,Groceries and Gourmet Food,Yes,Few times a month,Categories,Multiple pages,2.0,Yes,Always,High shipping costs,Never,Yes,0,Sometimes,1,1.0,3.0,Customer service ,Add more familiar brands to the list,852984,Regular Customer,2
2023/06/06 7:22:31 PM GMT+5:30,4,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,Others,Multiple pages,4.0,Maybe,Never,Found a better price elsewhere,Rarely,Yes,0,No,2,5.0,2.0,Wide product selection,I don't have any problem with Amazon,370605,At-Risk Customer,1
2023/06/05 4:26:25 AM GMT+5:30,16,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Others,Multiple pages,1.0,Maybe,Often,Found a better price elsewhere,Never,No,3,Sometimes,0,5.0,5.0,Product recommendations,Product quality and accuracy,546848,Regular Customer,0
2023/06/05 9:20:17 AM GMT+5:30,8,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,First page,1.0,Yes,Rarely,Found a better price elsewhere,Always,Yes,4,Yes,0,2.0,5.0,All the above,User interface of app,754039,Regular Customer,0
2023/06/08 7:00:57 AM GMT+5:30,51,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,Categories,First page,4.0,Yes,Rarely,others,Always,Yes,2,Sometimes,1,2.0,3.0,Customer service ,Scrolling option would be much better than going to next page,564961,Regular Customer,2
2023/06/07 6:15:10 PM GMT+5:30,34,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Others,Multiple pages,4.0,Maybe,Often,others,Sometimes,Yes,3,Sometimes,0,4.0,2.0,.,UI,597326,At-Risk Customer,1
2023/06/05 1:45:30 PM GMT+5:30,13,Prefer not to say,Less than once a month,others,No,Few times a week,Filter,Multiple pages,2.0,No,Always,High shipping costs,Always,No,0,Yes,0,4.0,4.0,All the above,I have no problem with Amazon yet. But others tell me about the refund issues ,532390,Regular Customer,0
2023/06/07 10:58:04 PM GMT+5:30,17,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,First page,2.0,No,Often,Changed my mind or no longer need the item,Sometimes,No,3,No,0,4.0,4.0,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,537414,Occasional Shopper,0
2023/06/07 10:07:42 PM GMT+5:30,28,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,First page,3.0,No,Sometimes,Found a better price elsewhere,Never,Yes,3,No,1,3.0,2.0,.,.,516478,At-Risk Customer,1
2023/06/07 10:56:11 AM GMT+5:30,14,Female,Multiple times a week,others,Sometimes,Few times a month,Others,Multiple pages,5.0,Maybe,Sometimes,High shipping costs,Never,No,2,No,0,1.0,5.0,Competitive prices,No problems with Amazon,863309,Regular Customer,0
2023/06/10 2:40:34 PM GMT+5:30,12,Prefer not to say,Multiple times a week,Beauty and Personal Care;others,Yes,Few times a month,Categories,Multiple pages,3.0,Yes,Always,Found a better price elsewhere,Sometimes,No,2,No,2,3.0,2.0,Wide product selection,User interface ,167893,At-Risk Customer,1
2023/06/08 12:22:05 PM GMT+5:30,23,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,Keyword,First page,3.0,Maybe,Never,Found a better price elsewhere,Always,No,2,Sometimes,1,4.0,4.0,Competitive prices,I don't have any problem with Amazon,701131,Frequent Buyer,0
2023/06/05 1:45:30 PM GMT+5:30,19,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Others,First page,5.0,Yes,Never,High shipping costs,Often,No,2,No,2,1.0,1.0,Customer service,.,641191,At-Risk Customer,2
2023/06/09 4:28:58 PM GMT+5:30,62,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Categories,First page,3.0,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,4,No,0,2.0,2.0,All the above,.,745134,At-Risk Customer,2
2023/06/04 8:02:28 PM GMT+5:30,22,Others,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Categories,First page,4.0,Yes,Always,High shipping costs,Often,Yes,0,No,1,2.0,3.0,All the above,Add more familiar brands to the list,944437,Occasional Shopper,2
2023/06/08 7:50:55 PM GMT+5:30,3,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Filter,First page,1.0,Yes,Rarely,Found a better price elsewhere,Often,No,3,Sometimes,1,1.0,2.0,All the above,Irrelevant product suggestions,519189,At-Risk Customer,2
2023/06/09 10:26:01 AM GMT+5:30,3,Prefer not to say,Less than once a month,Clothing and Fashion,No,Few times a month,Keyword,First page,4.0,Maybe,Always,others,Often,Yes,4,No,0,2.0,4.0,Quick delivery,No problems with Amazon,518171,Regular Customer,0
2023/06/06 8:01:47 PM GMT+5:30,15,Male,Multiple times a week,Clothing and Fashion;others,Sometimes,Few times a month,Filter,First page,5.0,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,2,Yes,2,1.0,5.0,Competitive prices,Product quality and accuracy,425850,Regular Customer,0
2023/06/08 3:25:32 AM GMT+5:30,10,Prefer not to say,Once a week,Home and Kitchen,No,Few times a week,Filter,Multiple pages,3.0,Yes,Often,Found a better price elsewhere,Never,No,4,Yes,2,3.0,2.0,All the above,Irrelevant product suggestions,493938,At-Risk Customer,1
2023/06/08 5:39:57 PM GMT+5:30,34,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Multiple times a day,Categories,First page,4.0,Yes,Never,High shipping costs,Rarely,Yes,0,No,1,5.0,1.0,Quick delivery,Add more familiar brands to the list,895346,At-Risk Customer,1
2023/06/07 10:39:21 PM GMT+5:30,43,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,4.0,No,Sometimes,Found a better price elsewhere,Always,No,3,No,2,2.0,3.0,Customer service,Scrolling option would be much better than going to next page,396957,Regular Customer,2
2023/06/06 6:39:26 PM GMT+5:30,49,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Categories,First page,2.0,Maybe,Often,Found a better price elsewhere,Often,No,2,Sometimes,1,4.0,4.0,User-friendly website/app interface,Scrolling option would be much better than going to next page,752945,Frequent Buyer,0
2023/06/09 10:59:38 AM GMT+5:30,22,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Others,Multiple pages,2.0,Maybe,Always,others,Sometimes,No,0,No,0,5.0,2.0,Competitive prices,Scrolling option would be much better than going to next page,398629,At-Risk Customer,1
2023/06/07 6:09:58 AM GMT+5:30,6,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Filter,Multiple pages,2.0,Maybe,Always,High shipping costs,Often,No,0,No,2,4.0,5.0,Wide product selection,Quality of product is very poor according to the big offers,766887,Regular Customer,0
2023/06/04 11:24:41 PM GMT+5:30,27,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Categories,First page,4.0,No,Never,High shipping costs,Always,No,4,Sometimes,0,3.0,3.0,Customer service ,Product quality and accuracy,524006,Regular Customer,2
2023/06/12 3:51:31 PM GMT+5:30,54,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Filter,First page,2.0,No,Never,others,Often,No,4,No,1,1.0,3.0,All the above,UI,972973,Regular Customer,2
2023/06/09 7:22:11 PM GMT+5:30,15,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,1.0,Yes,Always,others,Sometimes,No,1,Yes,0,2.0,3.0,Customer service,Shipping speed and reliability,416767,Regular Customer,2
2023/06/08 5:25:40 PM GMT+5:30,14,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Others,Multiple pages,5.0,No,Rarely,Found a better price elsewhere,Never,Yes,4,Yes,2,4.0,2.0,User-friendly website/app interface,User interface ,445384,At-Risk Customer,1
2023/06/09 2:42:57 PM GMT+5:30,7,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Categories,First page,4.0,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,1,Sometimes,0,3.0,4.0,.,No problems with Amazon,708420,Regular Customer,0
2023/06/06 10:19:05 AM GMT+5:30,46,Prefer not to say,Once a month,Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,First page,4.0,Yes,Rarely,High shipping costs,Sometimes,Yes,3,Sometimes,2,2.0,5.0,.,Scrolling option would be much better than going to next page,678683,Occasional Shopper,0
2023/06/06 6:37:19 PM GMT+5:30,48,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,4.0,No,Often,others,Sometimes,No,0,Yes,0,2.0,5.0,User-friendly website/app interface,User interface of app,470230,Regular Customer,0
2023/06/07 11:08:52 PM GMT+5:30,63,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Filter,First page,3.0,No,Always,others,Always,Yes,3,No,2,1.0,2.0,All the above,Scrolling option would be much better than going to next page,752260,At-Risk Customer,2
2023/06/08 5:11:27 PM GMT+5:30,60,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Keyword,First page,4.0,Yes,Always,High shipping costs,Sometimes,No,4,Yes,1,4.0,1.0,Customer service ,Shipping speed and reliability,789191,At-Risk Customer,1
2023/06/08 5:36:14 PM GMT+5:30,44,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,5.0,Yes,Never,Changed my mind or no longer need the item,Never,No,0,No,1,5.0,5.0,Customer service,Nothing,470623,Regular Customer,0
2023/06/07 7:17:13 PM GMT+5:30,36,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Keyword,First page,3.0,Yes,Often,High shipping costs,Sometimes,Yes,0,No,2,4.0,1.0,Customer service ,better app interface and lower shipping charges,219304,At-Risk Customer,1
2023/06/08 6:00:20 PM GMT+5:30,4,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,Keyword,First page,2.0,Maybe,Always,Changed my mind or no longer need the item,Often,No,3,No,1,2.0,4.0,Customer service,I don't have any problem with Amazon,877438,Regular Customer,0
2023/06/07 11:47:07 AM GMT+5:30,6,Female,Multiple times a week,others,Yes,Few times a month,Keyword,First page,3.0,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,4,Sometimes,0,3.0,5.0,User-friendly website/app interface,Nothing,687988,Regular Customer,0
2023/06/07 6:18:37 PM GMT+5:30,45,Female,Once a month,Clothing and Fashion,No,Few times a month,Keyword,First page,1.0,Maybe,Always,others,Rarely,No,4,Yes,0,1.0,1.0,Product recommendations,I don't have any problem with Amazon,701685,At-Risk Customer,2
2023/06/04 8:00:11 PM GMT+5:30,40,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Categories,First page,5.0,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,4,Sometimes,1,1.0,5.0,Competitive prices,better app interface and lower shipping charges,350245,Frequent Buyer,0
2023/06/08 10:39:59 PM GMT+5:30,20,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,Filter,Multiple pages,4.0,No,Rarely,Changed my mind or no longer need the item,Always,Yes,4,No,0,3.0,3.0,Customer service,Product quality and accuracy,571296,Regular Customer,2
2023/06/08 6:00:50 PM GMT+5:30,40,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Categories,Multiple pages,2.0,No,Always,Found a better price elsewhere,Often,Yes,0,Sometimes,1,3.0,5.0,Quick delivery,Nil,280308,Regular Customer,0
2023/06/08 3:25:14 AM GMT+5:30,58,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,3.0,No,Never,High shipping costs,Often,Yes,3,No,2,1.0,5.0,Competitive prices,UI,407738,Regular Customer,0
2023/06/11 10:53:44 PM GMT+5:30,42,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Others,Multiple pages,3.0,Yes,Always,Changed my mind or no longer need the item,Rarely,No,3,No,2,4.0,2.0,All the above,User interface of app,526279,At-Risk Customer,1
2023/06/06 7:15:48 PM GMT+5:30,21,Female,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Others,First page,2.0,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,1,No,2,5.0,3.0,Product recommendations,UI,649238,Regular Customer,1
2023/06/04 7:48:31 PM GMT+5:30,34,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,Categories,Multiple pages,4.0,Yes,Rarely,High shipping costs,Sometimes,No,1,No,1,1.0,4.0,Customer service,I don't have any problem with Amazon,164861,Frequent Buyer,0
2023/06/04 10:13:28 PM GMT+5:30,10,Male,Few times a month,Beauty and Personal Care;others,Sometimes,Few times a week,Filter,Multiple pages,4.0,Yes,Never,High shipping costs,Always,No,1,Yes,1,3.0,1.0,Competitive prices,Nil,151411,At-Risk Customer,1
2023/06/09 4:29:23 PM GMT+5:30,66,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Others,Multiple pages,5.0,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,3,Yes,1,5.0,2.0,User-friendly website/app interface,.,228480,At-Risk Customer,1
2023/06/08 10:13:41 PM GMT+5:30,4,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Others,Multiple pages,1.0,No,Never,Changed my mind or no longer need the item,Sometimes,Yes,4,Sometimes,2,1.0,1.0,Product recommendations,User interface ,148114,At-Risk Customer,2
2023/06/05 1:54:28 PM GMT+5:30,55,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,First page,2.0,Yes,Always,High shipping costs,Always,No,0,Sometimes,2,1.0,5.0,Customer service ,Customer service responsiveness,920429,Regular Customer,0
2023/06/07 9:19:32 PM GMT+5:30,34,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Categories,First page,3.0,No,Sometimes,High shipping costs,Always,Yes,3,No,0,3.0,3.0,Customer service,No problems with Amazon,176847,Regular Customer,2
2023/06/07 6:29:53 PM GMT+5:30,43,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,5.0,No,Rarely,others,Never,Yes,0,No,1,1.0,2.0,All the above,User interface ,586505,At-Risk Customer,2
2023/06/07 5:58:12 PM GMT+5:30,50,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,First page,4.0,Maybe,Rarely,Found a better price elsewhere,Never,Yes,1,No,1,4.0,2.0,Wide product selection,User interface ,156132,At-Risk Customer,1
2023/06/08 5:57:03 PM GMT+5:30,14,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,Keyword,Multiple pages,5.0,Yes,Sometimes,High shipping costs,Rarely,Yes,4,Yes,1,5.0,5.0,Customer service ,Scrolling option would be much better than going to next page,146964,Occasional Shopper,0
2023/06/04 7:48:31 PM GMT+5:30,37,Prefer not to say,Once a week,Clothing and Fashion;others,Yes,Few times a month,Others,Multiple pages,5.0,Yes,Often,High shipping costs,Always,No,2,No,0,2.0,4.0,Customer service,Irrelevant product suggestions,599956,Frequent Buyer,0
2023/06/05 7:16:40 AM GMT+5:30,25,Female,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,4.0,No,Sometimes,High shipping costs,Rarely,Yes,0,No,1,4.0,3.0,User-friendly website/app interface,Nil,601187,Regular Customer,1
2023/06/04 7:33:12 PM GMT+5:30,5,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Others,Multiple pages,2.0,Maybe,Often,others,Sometimes,Yes,2,Yes,1,4.0,2.0,Wide product selection,Product quality and accuracy,975409,At-Risk Customer,1
2023/06/11 11:07:31 PM GMT+5:30,22,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen,No,Few times a week,Filter,Multiple pages,5.0,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,1,Yes,1,5.0,5.0,Quick delivery,Nil,300597,Regular Customer,0
2023/06/08 9:17:38 PM GMT+5:30,12,Prefer not to say,Once a week,Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,4.0,No,Sometimes,Found a better price elsewhere,Never,Yes,4,No,1,1.0,2.0,Wide product selection,.,912659,At-Risk Customer,2
